"Customer Level","Cấp độ"
"customer_level","Cấp độ"
"level_member","Thành viên",module,Chottvn_CustomerMembership
"level_basic","Khách hàng",module,Chottvn_CustomerMembership
"level_bronze","Đồng",module,Chottvn_CustomerMembership
"level_silver","Bạc",module,Chottvn_CustomerMembership
"level_gold","Vàng",module,Chottvn_CustomerMembership
"level_platinum","Bạch kim",module,Chottvn_CustomerMembership
